station,model_a,model_b,DM,p
Faridpur,LSTM,SARIMA+SVR,4.6824693554113415,6.522168259804945e-06
Faridpur,LSTM,SARIMA+XGB,4.524290373084154,1.2637319991663781e-05
Faridpur,LSTM,SARIMA+LSTM,4.881460671907488,2.7787033175969433e-06
Faridpur,SARIMA+ANN,SNAIVE,-2.8508615198613527,0.00500569132578127
Faridpur,SARIMA+ANN,SVR,-1.0514542662378552,0.2948235732946463
Faridpur,SARIMA+ANN,XGB,-3.9970994708756264,0.00010232804444909573
Faridpur,SARIMA+ANN,SARIMA+SVR,2.819640154889554,0.005490531887999907
Faridpur,SARIMA+ANN,SARIMA+XGB,2.7497564366311646,0.006734562417928248
Faridpur,SARIMA+ANN,SARIMA+LSTM,3.493418512228424,0.0006349993907102427
Faridpur,SARIMA+SVR,SNAIVE,-3.904843956802958,0.00014482905796407884
Faridpur,SARIMA+SVR,SVR,-2.485557406489717,0.014086826371581073
Faridpur,SARIMA+SVR,XGB,-4.456059933686805,1.673099105710055e-05
Faridpur,SARIMA+SVR,SARIMA+XGB,-0.8939398752553339,0.3728561145855871
Faridpur,SARIMA+XGB,SNAIVE,-3.6775903495193503,0.00033246678770761594
Faridpur,SARIMA+XGB,SVR,-2.4314865034846602,0.016273970976717657
Faridpur,SARIMA+XGB,XGB,-4.487483487432817,1.4707901196939639e-05
Faridpur,SARIMA+LSTM,SNAIVE,-3.87553487127695,0.0001615333167987004
Faridpur,SARIMA+LSTM,SVR,-2.493972629464227,0.01377109595717037
Faridpur,SARIMA+LSTM,XGB,-4.577099409442114,1.0150362080728626e-05
Faridpur,SARIMA+LSTM,SARIMA+SVR,1.0912488501563506,0.27699863390873825
Faridpur,SARIMA+LSTM,SARIMA+XGB,0.7611003222568968,0.4478504029774078
